ClientId,EGT FreeSpin,FreeSpin SayYo,FreeSpin_0 Playtech,FreeSpin_0 Popok,FreeSpin_0 TopGame,FreeSpin,CasinoWageringCost,LoyaltyCost,HarmonyFreespin,CasinoCashback,CasinoCorrection,CasinoNGR,CasinoGGR
2347475,9.2967896,0.0,0.0,11.354233209999999,0.0,6.8464529,13.496640000000001,0.0,0.0,0.0,0.0,-91.052972325,-45.382826815000044
2370776,1.8468834,0.0,0.0,7.110621589999999,0.20780699,0.7304971,0.0,0.0,0.0,0.0,0.0,43.508176504999994,53.40398558499999
2378749,6.2315705,0.0,0.0,12.41760542,0.0,1.1356416,0.0,0.0,0.0,0.0,0.0,15.644921916999989,52.66724791699999
2382694,4.3876351,0.0,0.0,9.49005876,0.0,3.2831594,1.29310671,0.0,0.0,0.0,1.477609874,39.153652692,59.085222536
2384122,2.9614675999999998,0.0,0.0,8.950269559999999,0.0,0.2815308,0.0,0.0,0.0,0.0,5.269642814000001,15.304280226,32.767191000000004
2385647,0.0,0.0,0.0,3.6154849999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.91804,-12.763788799999999,-8.2302638
2389919,6.8835723,0.0,0.0,12.8264394,1.5952861900000002,5.3873916,0.0,0.0,0.0,0.0,0.0,5.645671019999993,34.76518050999999
2412507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.1527684928,109.446957075,-1016.6031495577995,-744.6553882000005
2421949,6.0957658,0.0,0.0,8.22836816,0.0,5.6663644,45.8404,0.0,0.0,157.4012717364,57.743629805999994,-163.64486870989805,150.41201030250193
2423874,13.0975748,0.0,0.0,11.6244727,0.3646032,16.7106557,0.0,0.0,0.0,8.871963408000001,0.0,166.4858983219999,228.77882875999995
2423877,11.797649550000001,0.0,0.0,23.70814437,0.19157421000000002,10.330032300000001,17.0846175,0.0,0.0,3.7056932735999997,0.0,-58.661808108600056,14.036333094999947
2435484,0.4188246,0.0,0.0,8.88663254,0.0,0.30617310000000003,0.0,0.0,0.0,0.0,0.0,-17.700822309999996,-8.08919207
2444954,2.43481,0.0,0.0,21.323901980000002,0.0,0.5960288,0.0,0.0,0.0,0.0,0.224921,-89.322998176,-64.743336396
2445032,0.7804704,0.0,0.0,4.16973019,0.54106528,0.0,0.0,0.0,0.0,1.3629021120000002,28.142413292,34.80887155599999,70.13232140000001
2448542,0.0,0.0,0.0,2.2005508,0.0,0.0,0.0,0.0,0.0,569.4526040411699,0.0,-3018.35401941917,-574.348526618
2473970,10.7142956,0.0,0.0,11.25065547,0.0,6.1498104,0.0,0.0,0.0,0.0,0.0,-34.76955787999999,-4.349186409999993
2478169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4346.333968881001,-4351.102285671001,0.0
2480905,3.930131,0.0,0.0,12.46771854,0.9323888600000001,6.2149328,2.5145916,0.0,0.0,0.0,0.0,-22.869159950000004,5.495542849999999
2521783,1.7578652,0.0,0.0,9.8635161,0.0,0.6969197,0.0,0.0,0.0,0.0,2.631021295,2.9859774350000023,20.379669730000007
2531825,20.1825388,0.0,0.0,39.74861187,3.63566314,9.472205200000001,64.77593835,0.0,0.0,163.481951164792,2521.2961135110004,-3463.5674822557917,-581.4637954600004
